Date,Open,High,Low,Close,Adj Close,Volume
3/5/2013,1597.599976,1618.459961,1597.599976,1614.420044,1614.420044,3603910000
6/5/2013,1614.400024,1619.77002,1614.209961,1617.5,1617.5,3062240000
7/5/2013,1617.550049,1626.030029,1616.640015,1625.959961,1625.959961,3309580000
8/5/2013,1625.949951,1632.780029,1622.699951,1632.689941,1632.689941,3554700000
9/5/2013,1632.689941,1635.01001,1623.089966,1626.670044,1626.670044,3457400000
10/5/2013,1626.689941,1633.699951,1623.709961,1633.699951,1633.699951,3086470000
13/5/2013,1632.099976,1636,1626.73999,1633.77002,1633.77002,2910600000
14/5/2013,1633.75,1651.099976,1633.75,1650.339966,1650.339966,3457790000
15/5/2013,1649.130005,1661.48999,1646.680054,1658.780029,1658.780029,3657440000
16/5/2013,1658.069946,1660.51001,1648.599976,1650.469971,1650.469971,3513130000
17/5/2013,1652.449951,1667.469971,1652.449951,1667.469971,1667.469971,3440710000
20/5/2013,1665.709961,1672.839966,1663.52002,1666.290039,1666.290039,3275080000
21/5/2013,1666.199951,1674.930054,1662.670044,1669.160034,1669.160034,3513560000
22/5/2013,1669.390015,1687.180054,1648.859985,1655.349976,1655.349976,4361020000
23/5/2013,1651.619995,1655.5,1635.530029,1650.51001,1650.51001,3945510000
24/5/2013,1646.670044,1649.780029,1636.880005,1649.599976,1649.599976,2758080000
28/5/2013,1652.630005,1674.209961,1652.630005,1660.060059,1660.060059,3457400000
29/5/2013,1656.569946,1656.569946,1640.050049,1648.359985,1648.359985,3587140000
30/5/2013,1649.140015,1661.910034,1648.609985,1654.410034,1654.410034,3498620000
31/5/2013,1652.130005,1658.98999,1630.73999,1630.73999,1630.73999,4099600000
3/6/2013,1631.709961,1640.420044,1622.719971,1640.420044,1640.420044,3952070000
